birdId,group,family,alphabeticalName,order,birdName,rarityType,habitat,SABAP2Ref,illustrationFile,mapFile,thumbnailFile,photosLocation,sonogramFile,sonogramName,soundName,resourceName,plateName,thumbnailName,mapNameBasic,mapNameZoomed,mapBarName,photoName,afrikaansName
908,Seed-eaters,Weavers,"Weaver, Red-billed Buffalo",12_02_04,Red-billed Buffalo Weaver,uncommon,TBC,779,Birds/Seed-eaters/Weavers/Red-billed Buffalo Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Red-billed Buffalo Weaver/map,Birds/Seed-eaters/Weavers/Red-billed Buffalo Weaver/thumbnail,Birds/Seed-eaters/Weavers/Red-billed Buffalo Weaver/Photos/,Birds/Seed-eaters/Weavers/Red-billed Buffalo Weaver/sonogram,weaver_red_billed_buffalo_sonogram,weaver_red_billed_buffalo_sound,weaver_red_billed_buffalo,weaver_red_billed_buffalo_plate,weaver_red_billed_buffalo_thumbnail,map_weaver_red_billed_buffalo_b,map_weaver_red_billed_buffalo_z,bar_weaver_red_billed_buffalo,weaver_redbilled_buffalo,Buffelwewer
909,Seed-eaters,Weavers,"Weaver, Thick-billed",12_02_05,Thick-billed Weaver,uncommon,TBC,804,Birds/Seed-eaters/Weavers/Thick-billed Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Thick-billed Weaver/map,Birds/Seed-eaters/Weavers/Thick-billed Weaver/thumbnail,Birds/Seed-eaters/Weavers/Thick-billed Weaver/Photos/,Birds/Seed-eaters/Weavers/Thick-billed Weaver/sonogram,weaver_thick_billed_sonogram,weaver_thick_billed_sound,weaver_thick_billed,weaver_thick_billed_plate,weaver_thick_billed_thumbnail,map_weaver_thick_billed_b,map_weaver_thick_billed_z,bar_weaver_thick_billed,weaver_thickbilled,Dikbekwewer
910,Seed-eaters,Weavers,"Weaver, Village",12_02_06,Village Weaver,common,TBC,797,Birds/Seed-eaters/Weavers/Village Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Village Weaver/map,Birds/Seed-eaters/Weavers/Village Weaver/thumbnail,Birds/Seed-eaters/Weavers/Village Weaver/Photos/,Birds/Seed-eaters/Weavers/Village Weaver/sonogram,weaver_village_sonogram,weaver_village_sound,weaver_village,weaver_village_plate,weaver_village_thumbnail,map_weaver_village_b,map_weaver_village_z,bar_weaver_village,weaver_village,Bontrugwewer
911,Seed-eaters,Weavers,"Weaver, Southern Masked",12_02_07,Southern Masked Weaver,common,TBC,803,Birds/Seed-eaters/Weavers/Southern Masked Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Southern Masked Weaver/map,Birds/Seed-eaters/Weavers/Southern Masked Weaver/thumbnail,Birds/Seed-eaters/Weavers/Southern Masked Weaver/Photos/,Birds/Seed-eaters/Weavers/Southern Masked Weaver/sonogram,weaver_southern_masked_sonogram,weaver_southern_masked_sound,weaver_southern_masked,weaver_southern_masked_plate,weaver_southern_masked_thumbnail,map_weaver_southern_masked_b,map_weaver_southern_masked_z,bar_weaver_southern_masked,weaver_southern_masked,Swartkeelgeelvink
912,Seed-eaters,Weavers,"Weaver, Lesser Masked",12_02_08,Lesser Masked Weaver,common,TBC,792,Birds/Seed-eaters/Weavers/Lesser Masked Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Lesser Masked Weaver/map,Birds/Seed-eaters/Weavers/Lesser Masked Weaver/thumbnail,Birds/Seed-eaters/Weavers/Lesser Masked Weaver/Photos/,Birds/Seed-eaters/Weavers/Lesser Masked Weaver/sonogram,weaver_lesser_masked_sonogram,weaver_lesser_masked_sound,weaver_lesser_masked,weaver_lesser_masked_plate,weaver_lesser_masked_thumbnail,map_weaver_lesser_masked_b,map_weaver_lesser_masked_z,bar_weaver_lesser_masked,weaver_lesser_masked,Kleingeelvink
913,Seed-eaters,Weavers,"Weaver, Spectacled",12_02_09,Spectacled Weaver,uncommon,TBC,791,Birds/Seed-eaters/Weavers/Spectacled Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Spectacled Weaver/map,Birds/Seed-eaters/Weavers/Spectacled Weaver/thumbnail,Birds/Seed-eaters/Weavers/Spectacled Weaver/Photos/,Birds/Seed-eaters/Weavers/Spectacled Weaver/sonogram,weaver_spectacled_sonogram,weaver_spectacled_sound,weaver_spectacled,weaver_spectacled_plate,weaver_spectacled_thumbnail,map_weaver_spectacled_b,map_weaver_spectacled_z,bar_weaver_spectacled,weaver_spectacled,Brilwewer
914,Seed-eaters,Weavers,"Weaver, Yellow",12_02_10,Yellow Weaver,uncommon,TBC,800,Birds/Seed-eaters/Weavers/Yellow Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Yellow Weaver/map,Birds/Seed-eaters/Weavers/Yellow Weaver/thumbnail,Birds/Seed-eaters/Weavers/Yellow Weaver/Photos/,Birds/Seed-eaters/Weavers/Yellow Weaver/sonogram,weaver_yellow_sonogram,weaver_yellow_sound,weaver_yellow,weaver_yellow_plate,weaver_yellow_thumbnail,map_weaver_yellow_b,map_weaver_yellow_z,bar_weaver_yellow,weaver_yellow,Geelwewer
915,Seed-eaters,Weavers,"Weaver, African Golden",12_02_11,African Golden Weaver,uncommon,TBC,801,Birds/Seed-eaters/Weavers/African Golden Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/African Golden Weaver/map,Birds/Seed-eaters/Weavers/African Golden Weaver/thumbnail,Birds/Seed-eaters/Weavers/African Golden Weaver/Photos/,Birds/Seed-eaters/Weavers/African Golden Weaver/sonogram,weaver_african_golden_sonogram,weaver_african_golden_sound,weaver_african_golden,weaver_african_golden_plate,weaver_african_golden_thumbnail,map_weaver_african_golden_b,map_weaver_african_golden_z,bar_weaver_african_golden,weaver_african_golden,Goudwewer
916,Seed-eaters,Weavers,"Weaver, Southern Brown-throated",12_02_12,Southern Brown-throated Weaver,rare,TBC,802,Birds/Seed-eaters/Weavers/Southern Brown-throated Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Southern Brown-throated Weaver/map,Birds/Seed-eaters/Weavers/Southern Brown-throated Weaver/thumbnail,Birds/Seed-eaters/Weavers/Southern Brown-throated Weaver/Photos/,Birds/Seed-eaters/Weavers/Southern Brown-throated Weaver/sonogram,weaver_southern_brown_throated_sonogram,weaver_southern_brown_throated_sound,weaver_southern_brown_throated,weaver_southern_brown_throated_plate,weaver_southern_brown_throated_thumbnail,map_weaver_southern_brown_throated_b,map_weaver_southern_brown_throated_z,bar_weaver_southern_brown_throated,weaver_southern_brownthroated,Bruinkeelwewer
917,Seed-eaters,Weavers,"Weaver, Cape",12_02_13,Cape Weaver,common,TBC,799,Birds/Seed-eaters/Weavers/Cape Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Cape Weaver/map,Birds/Seed-eaters/Weavers/Cape Weaver/thumbnail,Birds/Seed-eaters/Weavers/Cape Weaver/Photos/,Birds/Seed-eaters/Weavers/Cape Weaver/sonogram,weaver_cape_sonogram,weaver_cape_sound,weaver_cape,weaver_cape_plate,weaver_cape_thumbnail,map_weaver_cape_b,map_weaver_cape_z,bar_weaver_cape,weaver_cape,Kaapse Wewer
918,Seed-eaters,Weavers,"Weaver, Chestnut",12_02_14,Chestnut Weaver,rare,TBC,796,Birds/Seed-eaters/Weavers/Chestnut Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Chestnut Weaver/map,Birds/Seed-eaters/Weavers/Chestnut Weaver/thumbnail,Birds/Seed-eaters/Weavers/Chestnut Weaver/Photos/,Birds/Seed-eaters/Weavers/Chestnut Weaver/sonogram,weaver_chestnut_sonogram,weaver_chestnut_sound,weaver_chestnut,weaver_chestnut_plate,weaver_chestnut_thumbnail,map_weaver_chestnut_b,map_weaver_chestnut_z,bar_weaver_chestnut,weaver_chestnut,Bruinwewer
919,Seed-eaters,Weavers,"Weaver, Dark-backed",12_02_15,Dark-backed Weaver,uncommon,TBC,790,Birds/Seed-eaters/Weavers/Dark-backed Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Dark-backed Weaver/map,Birds/Seed-eaters/Weavers/Dark-backed Weaver/thumbnail,Birds/Seed-eaters/Weavers/Dark-backed Weaver/Photos/,Birds/Seed-eaters/Weavers/Dark-backed Weaver/sonogram,weaver_dark_backed_sonogram,weaver_dark_backed_sound,weaver_dark_backed,weaver_dark_backed_plate,weaver_dark_backed_thumbnail,map_weaver_dark_backed_b,map_weaver_dark_backed_z,bar_weaver_dark_backed,weaver_darkbacked,Bosmusikant
920,Seed-eaters,Weavers,"Weaver, Olive-headed",12_02_16,Olive-headed Weaver,rare,TBC,919,Birds/Seed-eaters/Weavers/Olive-headed Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Olive-headed Weaver/map,Birds/Seed-eaters/Weavers/Olive-headed Weaver/thumbnail,Birds/Seed-eaters/Weavers/Olive-headed Weaver/Photos/,Birds/Seed-eaters/Weavers/Olive-headed Weaver/sonogram,weaver_olive_headed_sonogram,weaver_olive_headed_sound,weaver_olive_headed,weaver_olive_headed_plate,weaver_olive_headed_thumbnail,map_weaver_olive_headed_b,map_weaver_olive_headed_z,bar_weaver_olive_headed,weaver_oliveheaded,Olyfkopwewer
921,Seed-eaters,Weavers,"Weaver, Red-headed",12_02_17,Red-headed Weaver,uncommon,TBC,793,Birds/Seed-eaters/Weavers/Red-headed Weaver/birdviewillustration,Birds/Seed-eaters/Weavers/Red-headed Weaver/map,Birds/Seed-eaters/Weavers/Red-headed Weaver/thumbnail,Birds/Seed-eaters/Weavers/Red-headed Weaver/Photos/,Birds/Seed-eaters/Weavers/Red-headed Weaver/sonogram,weaver_red_headed_sonogram,weaver_red_headed_sound,weaver_red_headed,weaver_red_headed_plate,weaver_red_headed_thumbnail,map_weaver_red_headed_b,map_weaver_red_headed_z,bar_weaver_red_headed,weaver_redheaded,Rooikopwewer
922,Seed-eaters,"Widowbirds, Bishops & Queleas","Widowbird, Long-tailed",12_03_01,Long-tailed Widowbird,common,TBC,818,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Long-tailed Widowbird/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Long-tailed Widowbird/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Long-tailed Widowbird/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Long-tailed Widowbird/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Long-tailed Widowbird/sonogram",widowbird_long_tailed_sonogram,widowbird_long_tailed_sound,widowbird_long_tailed,widowbird_long_tailed_plate,widowbird_long_tailed_thumbnail,map_widowbird_long_tailed_b,map_widowbird_long_tailed_z,bar_widowbird_long_tailed,widowbird_longtailed,Langstertflap
923,Seed-eaters,"Widowbirds, Bishops & Queleas","Widowbird, Red-collared",12_03_02,Red-collared Widowbird,common,TBC,813,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-collared Widowbird/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-collared Widowbird/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-collared Widowbird/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-collared Widowbird/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-collared Widowbird/sonogram",widowbird_red_collared_sonogram,widowbird_red_collared_sound,widowbird_red_collared,widowbird_red_collared_plate,widowbird_red_collared_thumbnail,map_widowbird_red_collared_b,map_widowbird_red_collared_z,bar_widowbird_red_collared,widowbird_redcollared,Rooikeelflap
924,Seed-eaters,"Widowbirds, Bishops & Queleas","Widowbird, Fan-tailed",12_03_03,Fan-tailed Widowbird,common,TBC,816,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Fan-tailed Widowbird/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Fan-tailed Widowbird/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Fan-tailed Widowbird/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Fan-tailed Widowbird/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Fan-tailed Widowbird/sonogram",widowbird_fan_tailed_sonogram,widowbird_fan_tailed_sound,widowbird_fan_tailed,widowbird_fan_tailed_plate,widowbird_fan_tailed_thumbnail,map_widowbird_fan_tailed_b,map_widowbird_fan_tailed_z,bar_widowbird_fan_tailed,widowbird_fantailed,Kortstertflap
925,Seed-eaters,"Widowbirds, Bishops & Queleas","Widowbird, Yellow-mantled",12_03_04,Yellow-mantled Widowbird,rare,TBC,815,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow-mantled Widowbird/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow-mantled Widowbird/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow-mantled Widowbird/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow-mantled Widowbird/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow-mantled Widowbird/sonogram",widowbird_yellow_mantled_sonogram,widowbird_yellow_mantled_sound,widowbird_yellow_mantled,widowbird_yellow_mantled_plate,widowbird_yellow_mantled_thumbnail,map_widowbird_yellow_mantled_b,map_widowbird_yellow_mantled_z,bar_widowbird_yellow_mantled,widowbird_yellowmantled,Geelrugflap
926,Seed-eaters,"Widowbirds, Bishops & Queleas","Widowbird, White-winged",12_03_05,White-winged Widowbird,common,TBC,814,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/White-winged Widowbird/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/White-winged Widowbird/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/White-winged Widowbird/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/White-winged Widowbird/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/White-winged Widowbird/sonogram",widowbird_white_winged_sonogram,widowbird_white_winged_sound,widowbird_white_winged,widowbird_white_winged_plate,widowbird_white_winged_thumbnail,map_widowbird_white_winged_b,map_widowbird_white_winged_z,bar_widowbird_white_winged,widowbird_whitewinged,Witvlerkflap
927,Seed-eaters,"Widowbirds, Bishops & Queleas","Bishop, Yellow",12_03_06,Yellow Bishop,uncommon,TBC,810,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow Bishop/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow Bishop/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow Bishop/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow Bishop/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow Bishop/sonogram",bishop_yellow_sonogram,bishop_yellow_sound,bishop_yellow,bishop_yellow_plate,bishop_yellow_thumbnail,map_bishop_yellow_b,map_bishop_yellow_z,bar_bishop_yellow,bishop_yellow,Kaapse Flap
928,Seed-eaters,"Widowbirds, Bishops & Queleas","Bishop, Yellow-crowned",12_03_07,Yellow-crowned Bishop,common,TBC,812,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow-crowned Bishop/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow-crowned Bishop/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow-crowned Bishop/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow-crowned Bishop/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Yellow-crowned Bishop/sonogram",bishop_yellow_crowned_sonogram,bishop_yellow_crowned_sound,bishop_yellow_crowned,bishop_yellow_crowned_plate,bishop_yellow_crowned_thumbnail,map_bishop_yellow_crowned_b,map_bishop_yellow_crowned_z,bar_bishop_yellow_crowned,bishop_yellowcrowned,Goudgeelvink
929,Seed-eaters,"Widowbirds, Bishops & Queleas","Bishop, Southern Red",12_03_08,Southern Red Bishop,common,TBC,808,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Southern Red Bishop/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Southern Red Bishop/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Southern Red Bishop/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Southern Red Bishop/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Southern Red Bishop/sonogram",bishop_southern_red_sonogram,bishop_southern_red_sound,bishop_southern_red,bishop_southern_red_plate,bishop_southern_red_thumbnail,map_bishop_southern_red_b,map_bishop_southern_red_z,bar_bishop_southern_red,bishop_southern_red,Rooivink
930,Seed-eaters,"Widowbirds, Bishops & Queleas","Bishop, Black-winged",12_03_09,Black-winged Bishop,rare,TBC,809,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Black-winged Bishop/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Black-winged Bishop/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Black-winged Bishop/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Black-winged Bishop/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Black-winged Bishop/sonogram",bishop_black_winged_sonogram,bishop_black_winged_sound,bishop_black_winged,bishop_black_winged_plate,bishop_black_winged_thumbnail,map_bishop_black_winged_b,map_bishop_black_winged_z,bar_bishop_black_winged,bishop_blackwinged,Vuurkopvink
931,Seed-eaters,"Widowbirds, Bishops & Queleas","Quelea, Red-billed",12_03_10,Red-billed Quelea,common,TBC,805,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-billed Quelea/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-billed Quelea/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-billed Quelea/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-billed Quelea/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-billed Quelea/sonogram",quelea_red_billed_sonogram,quelea_red_billed_sound,quelea_red_billed,quelea_red_billed_plate,quelea_red_billed_thumbnail,map_quelea_red_billed_b,map_quelea_red_billed_z,bar_quelea_red_billed,quelea_redbilled,Rooibekkwelea
932,Seed-eaters,"Widowbirds, Bishops & Queleas","Quelea, Red-headed",12_03_11,Red-headed Quelea,rare,TBC,806,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-headed Quelea/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-headed Quelea/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-headed Quelea/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-headed Quelea/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Red-headed Quelea/sonogram",quelea_red_headed_sonogram,quelea_red_headed_sound,quelea_red_headed,quelea_red_headed_plate,quelea_red_headed_thumbnail,map_quelea_red_headed_b,map_quelea_red_headed_z,bar_quelea_red_headed,quelea_redheaded,Rooikopkwelea
933,Seed-eaters,"Widowbirds, Bishops & Queleas","Quelea, Cardinal",12_03_12,Cardinal Quelea,top,TBC,807,"Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Cardinal Quelea/birdviewillustration","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Cardinal Quelea/map","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Cardinal Quelea/thumbnail","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Cardinal Quelea/Photos/","Birds/Seed-eaters/Widowbirds, Bishops & Queleas/Cardinal Quelea/sonogram",quelea_cardinal_sonogram,quelea_cardinal_sound,quelea_cardinal,quelea_cardinal_plate,quelea_cardinal_thumbnail,map_quelea_cardinal_b,map_quelea_cardinal_z,bar_quelea_cardinal,quelea_cardinal,Kardinaalkwelea
934,Seed-eaters,Brood parasites,"Whydah, Pin-tailed",12_04_01,Pin-tailed Whydah,common,TBC,846,Birds/Seed-eaters/Brood parasites/Pin-tailed Whydah/birdviewillustration,Birds/Seed-eaters/Brood parasites/Pin-tailed Whydah/map,Birds/Seed-eaters/Brood parasites/Pin-tailed Whydah/thumbnail,Birds/Seed-eaters/Brood parasites/Pin-tailed Whydah/Photos/,Birds/Seed-eaters/Brood parasites/Pin-tailed Whydah/sonogram,whydah_pin_tailed_sonogram,whydah_pin_tailed_sound,whydah_pin_tailed,whydah_pin_tailed_plate,whydah_pin_tailed_thumbnail,map_whydah_pin_tailed_b,map_whydah_pin_tailed_z,bar_whydah_pin_tailed,whydah_pintailed,Koningrooibekkie
935,Seed-eaters,Brood parasites,"Whydah, Shaft-tailed",12_04_02,Shaft-tailed Whydah,uncommon,TBC,847,Birds/Seed-eaters/Brood parasites/Shaft-tailed Whydah/birdviewillustration,Birds/Seed-eaters/Brood parasites/Shaft-tailed Whydah/map,Birds/Seed-eaters/Brood parasites/Shaft-tailed Whydah/thumbnail,Birds/Seed-eaters/Brood parasites/Shaft-tailed Whydah/Photos/,Birds/Seed-eaters/Brood parasites/Shaft-tailed Whydah/sonogram,whydah_shaft_tailed_sonogram,whydah_shaft_tailed_sound,whydah_shaft_tailed,whydah_shaft_tailed_plate,whydah_shaft_tailed_thumbnail,map_whydah_shaft_tailed_b,map_whydah_shaft_tailed_z,bar_whydah_shaft_tailed,whydah_shafttailed,Pylstertrooibekkie
936,Seed-eaters,Brood parasites,"Whydah, Long-tailed Paradise",12_04_03,Long-tailed Paradise Whydah,uncommon,TBC,852,Birds/Seed-eaters/Brood parasites/Long-tailed Paradise Whydah/birdviewillustration,Birds/Seed-eaters/Brood parasites/Long-tailed Paradise Whydah/map,Birds/Seed-eaters/Brood parasites/Long-tailed Paradise Whydah/thumbnail,Birds/Seed-eaters/Brood parasites/Long-tailed Paradise Whydah/Photos/,Birds/Seed-eaters/Brood parasites/Long-tailed Paradise Whydah/sonogram,whydah_long_tailed_paradise_sonogram,whydah_long_tailed_paradise_sound,whydah_long_tailed_paradise,whydah_long_tailed_paradise_plate,whydah_long_tailed_paradise_thumbnail,map_whydah_long_tailed_paradise_b,map_whydah_long_tailed_paradise_z,bar_whydah_long_tailed_paradise,whydah_longtailed_paradise,Gewone Paradysvink
937,Seed-eaters,Brood parasites,"Whydah, Broad-tailed Paradise",12_04_04,Broad-tailed Paradise Whydah,rare,TBC,853,Birds/Seed-eaters/Brood parasites/Broad-tailed Paradise Whydah/birdviewillustration,Birds/Seed-eaters/Brood parasites/Broad-tailed Paradise Whydah/map,Birds/Seed-eaters/Brood parasites/Broad-tailed Paradise Whydah/thumbnail,Birds/Seed-eaters/Brood parasites/Broad-tailed Paradise Whydah/Photos/,Birds/Seed-eaters/Brood parasites/Broad-tailed Paradise Whydah/sonogram,whydah_broad_tailed_paradise_sonogram,whydah_broad_tailed_paradise_sound,whydah_broad_tailed_paradise,whydah_broad_tailed_paradise_plate,whydah_broad_tailed_paradise_thumbnail,map_whydah_broad_tailed_paradise_b,map_whydah_broad_tailed_paradise_z,bar_whydah_broad_tailed_paradise,whydah_broadtailed_paradise,Breëstertparadysvink
938,Seed-eaters,Brood parasites,"Indigobird, Dusky",12_04_05,Dusky Indigobird,common,TBC,849,Birds/Seed-eaters/Brood parasites/Dusky Indigobird/birdviewillustration,Birds/Seed-eaters/Brood parasites/Dusky Indigobird/map,Birds/Seed-eaters/Brood parasites/Dusky Indigobird/thumbnail,Birds/Seed-eaters/Brood parasites/Dusky Indigobird/Photos/,Birds/Seed-eaters/Brood parasites/Dusky Indigobird/sonogram,indigobird_dusky_sonogram,indigobird_dusky_sound,indigobird_dusky,indigobird_dusky_plate,indigobird_dusky_thumbnail,map_indigobird_dusky_b,map_indigobird_dusky_z,bar_indigobird_dusky,indigobird_dusky,Gewone Blouvinkie
939,Seed-eaters,Brood parasites,"Indigobird, Purple",12_04_06,Purple Indigobird,uncommon,TBC,850,Birds/Seed-eaters/Brood parasites/Purple Indigobird/birdviewillustration,Birds/Seed-eaters/Brood parasites/Purple Indigobird/map,Birds/Seed-eaters/Brood parasites/Purple Indigobird/thumbnail,Birds/Seed-eaters/Brood parasites/Purple Indigobird/Photos/,Birds/Seed-eaters/Brood parasites/Purple Indigobird/sonogram,indigobird_purple_sonogram,indigobird_purple_sound,indigobird_purple,indigobird_purple_plate,indigobird_purple_thumbnail,map_indigobird_purple_b,map_indigobird_purple_z,bar_indigobird_purple,indigobird_purple,Witpootblouvinkie
940,Seed-eaters,Brood parasites,"Indigobird, Village",12_04_07,Village Indigobird,uncommon,TBC,851,Birds/Seed-eaters/Brood parasites/Village Indigobird/birdviewillustration,Birds/Seed-eaters/Brood parasites/Village Indigobird/map,Birds/Seed-eaters/Brood parasites/Village Indigobird/thumbnail,Birds/Seed-eaters/Brood parasites/Village Indigobird/Photos/,Birds/Seed-eaters/Brood parasites/Village Indigobird/sonogram,indigobird_village_sonogram,indigobird_village_sound,indigobird_village,indigobird_village_plate,indigobird_village_thumbnail,map_indigobird_village_b,map_indigobird_village_z,bar_indigobird_village,indigobird_village,Staalblouvinkie
941,Seed-eaters,Brood parasites,"Indigobird, Zambezi",12_04_08,Zambezi Indigobird,rare,TBC,1000,Birds/Seed-eaters/Brood parasites/Zambezi Indigobird/birdviewillustration,Birds/Seed-eaters/Brood parasites/Zambezi Indigobird/map,Birds/Seed-eaters/Brood parasites/Zambezi Indigobird/thumbnail,Birds/Seed-eaters/Brood parasites/Zambezi Indigobird/Photos/,Birds/Seed-eaters/Brood parasites/Zambezi Indigobird/sonogram,indigobird_zambezi_sonogram,indigobird_zambezi_sound,indigobird_zambezi,indigobird_zambezi_plate,indigobird_zambezi_thumbnail,map_indigobird_zambezi_b,map_indigobird_zambezi_z,bar_indigobird_zambezi,indigobird_zambezi,Groenblouvinkie
942,Seed-eaters,Brood parasites,"Finch, Cuckoo",12_04_09,Cuckoo Finch,rare,TBC,854,Birds/Seed-eaters/Brood parasites/Cuckoo Finch/birdviewillustration,Birds/Seed-eaters/Brood parasites/Cuckoo Finch/map,Birds/Seed-eaters/Brood parasites/Cuckoo Finch/thumbnail,Birds/Seed-eaters/Brood parasites/Cuckoo Finch/Photos/,Birds/Seed-eaters/Brood parasites/Cuckoo Finch/sonogram,finch_cuckoo_sonogram,finch_cuckoo_sound,finch_cuckoo,finch_cuckoo_plate,finch_cuckoo_thumbnail,map_finch_cuckoo_b,map_finch_cuckoo_z,bar_finch_cuckoo,finch_cuckoo,Koekoekvink
943,Seed-eaters,Waxbills etc.,"Finch, Red-headed",12_05_01,Red-headed Finch,common,TBC,820,Birds/Seed-eaters/Waxbills etc./Red-headed Finch/birdviewillustration,Birds/Seed-eaters/Waxbills etc./Red-headed Finch/map,Birds/Seed-eaters/Waxbills etc./Red-headed Finch/thumbnail,Birds/Seed-eaters/Waxbills etc./Red-headed Finch/Photos/,Birds/Seed-eaters/Waxbills etc./Red-headed Finch/sonogram,finch_red_headed_sonogram,finch_red_headed_sound,finch_red_headed,finch_red_headed_plate,finch_red_headed_thumbnail,map_finch_red_headed_b,map_finch_red_headed_z,bar_finch_red_headed,finch_redheaded,Rooikopvink
944,Seed-eaters,Waxbills etc.,"Finch, Cut-throat",12_05_02,Cut-throat Finch,uncommon,TBC,821,Birds/Seed-eaters/Waxbills etc./Cut-throat Finch/birdviewillustration,Birds/Seed-eaters/Waxbills etc./Cut-throat Finch/map,Birds/Seed-eaters/Waxbills etc./Cut-throat Finch/thumbnail,Birds/Seed-eaters/Waxbills etc./Cut-throat Finch/Photos/,Birds/Seed-eaters/Waxbills etc./Cut-throat Finch/sonogram,finch_cut_throat_sonogram,finch_cut_throat_sound,finch_cut_throat,finch_cut_throat_plate,finch_cut_throat_thumbnail,map_finch_cut_throat_b,map_finch_cut_throat_z,bar_finch_cut_throat,finch_cutthroat,Bandkeelvink
